conor444c,1.0
JustinPThaler,0.97
rhondawall4,1.0
voteforHER16,1.0
sz8B2xFSsZq3tuk,1.0
qans1990,1.0
HaythamAlfiqi,0.955
delete_your_acc,0.6986301369863014
TechGeek0,0.9696969696969697
soondol2012,1.0
Heiheududhdodbd,1.0
MsGarbo,0.95
guerreosoy,1.0
CharlotteThuer,1.0
Jetcalf2013,0.85
Futuredemgov,1.0
netobetancourt,0.97
Barb24658186,1.0
ChrisJe75888449,0.98
jjj321,1.0
PBS07071,1.0
renshuhao,0.9736842105263158
MrsUnknown8,0.965
HertFawn,1.0
mrgera43,0.9489795918367347
hrc4potus,0.949748743718593
debate_lo,0.96
beehiveangel,0.8717948717948718
Votes4Hillary,1.0
HillaryVote2016,1.0
retweetclinton,1.0
audencio172002,0.9824561403508771
Lobiswiss,0.835
JuliaLuis6,0.9354838709677419
ConconCastro,0.915
ruhul777777q12,1.0
WNYforHillary,0.9247311827956989
sschram2,0.9338842975206612
IrshadUDCT,0.995
Muhammadwafa66,0.9032258064516129
YOsilaja,0.9459459459459459
medranoclemente,1.0
SuperStarKev,0.955
kkerns50,0.7058823529411765
Hillary4Miami,0.5125628140703518
DoldineR,0.9166666666666666
2008asugrad,1.0
ausdaking,0.8994974874371859
yomi_chizoba,0.99
SirRoasted,0.785
pfuschetti,0.83
itsalexpoe,0.92
katsutsay,1.0
Cetinylmz2,0.918918918918919
Harley_Montoya,0.845
ocforhillary,0.825
marthar54584064,0.9887640449438202
LynneBurgan1,0.9545454545454546
kizinger,0.96
vskdtc,0.99
forrestkuz1,0.9936305732484076
brenton11_bill,0.9865771812080537
freefollow2127,1.0
lathy88,0.72
Nagababu0,0.945
kimseys21,1.0
haag_diana,1.0
shibaelvis,0.99
tigebower,0.7368421052631579
firedupready,0.9640287769784173
alkaademajd,0.9818181818181818
Still4Hill,0.68
INDIAFORHILLARY,0.96
ljokay,0.995
colepeggy02,0.98
iam_maria01,0.9025974025974026
Africa4Hillary_,0.9655172413793104
yusei_ma,1.0
CgthompCindy,0.8297872340425532
winniepags,0.9774436090225563
misbahuzone,0.7333333333333333
jaydavexp,1.0
shy2papa,0.935
lms400_lms4003,0.9523809523809523
HillaryRep,0.915
jose10092014,0.89
n200373,0.95
lauraealtman,0.7325581395348837
hamzaismail328,0.8938053097345132
Shari619,0.9473684210526315
swgdss,0.76
yousufkhan_h,1.0
alt_carmen,0.8289473684210527
Alvarezz33,1.0
leisaben,0.9849246231155779
MooreMo52770197,1.0
S67955247Connie,1.0
JackieV83872804,0.965
DagyDina,0.8188405797101449
victoriadelfa,1.0
Noniguy13,0.9899497487437185
Fab_U_Liz,1.0
mcveyjake96,0.8994974874371859
RioOfficially,0.9
ItameriTiina,0.9895833333333334
white___panda,1.0
JavierMartinegr,0.98
dawnjohnston8,0.99
busariabdullahi,0.9849246231155779
Cinder0859,0.84
konnovdanil,0.7862595419847328
ameliasantos746,1.0
songboyy,0.96
JAM7560,0.965
Crj2L,1.0
Hillary4prezz,0.985
_black_panda,1.0
b3lla4ever,1.0
murtala95315535,0.835
seokckim,0.95
LindaMajewski2,0.956989247311828
willeyal,0.8910891089108911
gtd_ramirz,1.0
Alderson_at_LCM,1.0
Gillian_HSun,0.995
Ceeceebroughton,0.9497206703910615
orangenls1118,0.8931297709923665
AtkarolineAt,0.365
earcosb,0.925
USA_IsGr8,0.95
MWforHillary,0.895
Li2red88,0.885
amm52,0.9512195121951219
jjitaly,0.87
mamtasonwalkar,0.9
keraw21,0.75
Oscar54588195,0.975
lukmelow,0.605
danielysebasti,1.0
Tony4_America,0.99
EliLoer17,0.69
divinewrath07,0.96875
robajua68,1.0
wunaieva,0.99
BonaddioFrank,0.915
SamuelLimneos,1.0
DCarucci30,1.0
bobgardnersf,1.0
Johnguitarmuzac,0.9512195121951219
dtdtdtdtdt123,1.0
trumpobsessed,0.97
ursexybeast,0.96
Blueshack,0.975
Chris_M_Brannen,0.995
BMR36763169,0.99
Andy18481,1.0
jdmsaintclair,1.0
is_that_true,0.9748743718592965
1492CSTOB,0.995
ZagzzoBizania,0.99
CindyRo21787083,0.915
Trump2k17,0.995
DarrinMeade,0.995
eddie_mcdow,1.0
BenyaKamponwin,0.895
r_heesvelde,0.985
Tigerfootball10,1.0
ElmerCaporal4,0.8846153846153846
dpalumbzzz,1.0
JTorres2017,0.9743589743589743
JimmyKulas_,0.99
Carolinacharms,0.875
RawVeganClub,0.98
ReactedGoos1225,0.98
clashofradar,1.0
zac4trump2016,0.978494623655914
MassimoPerrell5,0.9117647058823529
cherbon6,0.985
oakland753,0.98
joshandfith14,0.935064935064935
asmykal,0.975609756097561
mams_pussy,0.9230769230769231
howietoochka,0.72
latinos4MrTrump,0.9798994974874372
costcojl,0.995
zachdodson1,1.0
TonyWhite59,1.0
nick_frentzel,0.9636363636363636
KMM101680,0.97
Jon35018839,0.9032258064516129
lindbraa,0.9253731343283582
JolleyWeston,0.9625
apgovea1,0.8090452261306532
zachdodson34,1.0
DonaldTheOrange,0.9166666666666666
cxreyxu,1.0
PfeilChase,0.9285714285714286
DavisAndrew416,0.99
_Solange_Aldana,0.995
Nicolemariea178,0.9310344827586207
howardroark1233,0.98
MarleneGunter1,0.91
randomnumb,0.918918918918919
lfbogdan,0.9444444444444444
OttoHrkSkorzeny,1.0
luke_plight,0.975
KruegChristian,0.8686868686868687
realPepeMiller,0.955
Gunsmoke1961,0.995
seabearbruh,0.9776119402985075
GuyBarbara1,0.985
afsanehbehnia,0.985
GlendaleAg,0.995
FLINTCREW,0.97
holydok,0.925
donaldtrumplolz,0.9615384615384616
leahhhnicoleeee,0.7777777777777778
Lyncameron5,1.0
110781543d7c475,0.9333333333333333
goodmedicine4us,0.44
DennisWalters0,0.9891304347826086
rickhe1,0.925
